"id","source","source_id","job_title_raw","original_raw_text","current_gold_title","review_gold_title","current_gold_skills","review_gold_skills","current_gold_bonus_skills","review_gold_bonus_skills","current_gold_experience","review_gold_experience","current_gold_education","review_gold_education","current_gold_core_duties","review_gold_core_duties","error_type","review_status","review_note","detail_raw_text","detail_source","detail_fetch_status","detail_note"
"jd_012","zhilian","CCL1480117890J40845576605","全栈工程师（java，go，python，js，re）","岗位名称：全栈工程师（java，go，python，js，re）
公司：外企德科数字技术有限公司
工作地点：北京·朝阳
薪资：2-3.5万·18薪
经验要求：经验不限
学历要求：本科
技能标签：前端开发, 后端开发, JavaScript, react, Java, GoLang, Python","全栈工程师","","[""JavaScript"",""React"",""Java"",""GoLang"",""Python""]","","[]","","{""min_years"":0,""max_years"":null}","","本科","","[""负责前后端全栈开发"",""参与产品全生命周期技术支持""]","","","","","岗位职责：
负责公司内部各系统开发，负责公司信息系统建设；
通过构建领先的信息系统，助力公司业务和组织的长期高效经营与发展；
在安全、隐私、合规层面持续治理，为公司的稳健发展保驾护航；覆盖人事、财务、法务、采购、审批、职场等多个领域的系统开发

任职要求：
1、统招本科学历以上，2年以上相关工作经验，计算机相关专业优先；985/211学历优先；
2、具备良好的计算机、软件工程等专业领域基础知识；
3、至少精通Java、python、golang中的一种；
4、有完整的项目开发经验，具备大型项目经验，erp经验等优先；
5、工作思路清晰，有较好的沟通能力和技术学习能力，拥有良好的编码习惯，有很强的自学能力和自我提高的愿望；","zhilian_detail","完整","普通公开详情页读取；URL 由 source_id 映射为 https://www.zhaopin.com/jobdetail/{source_id}.htm；读取日期 2026-08-08。"
"jd_013","zhilian","CCL1516918430J40789275606","急招运维+java","岗位名称：急招运维+java
公司：陕西鑫泽源慧企业管理有限公司
工作地点：北京·朝阳
薪资：1-1.5万·13薪
经验要求：经验不限
学历要求：大专
技能标签：服务器运维, 系统运维, IDC/机房运维","急招运维+java","","[""服务器运维"",""系统运维"",""IDC/机房运维""]","","[]","","{""min_years"":0,""max_years"":null}","","大专","","[""负责系统部署与运维自动化"",""参与监控体系建设与故障响应""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
"jd_015","zhilian","CC192921310J40831468409","数据平台前端开发工程师","岗位名称：数据平台前端开发工程师
公司：京东集团
工作地点：北京·通州·台湖
薪资：3-6万·19薪
经验要求：经验不限
学历要求：本科
技能标签：数据平台, Vue, React, Angular","数据平台前端开发工程师","","[""数据平台"",""Vue"",""React"",""Angular""]","","[]","","{""min_years"":0,""max_years"":null}","","本科","","[""负责 Web 前端页面开发与交互实现"",""与后端协作完成 API 对接与数据展示""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
"jd_021","zhilian","CC303218880J40962177002","水声算法工程师","岗位名称：水声算法工程师
公司：博雅工道
工作地点：北京·通州·台湖
薪资：1.5-2.5万
经验要求：经验不限
学历要求：硕士
技能标签：海洋水声工程, 海洋测绘工程, 海工结构设计, 海洋水动力工程","水声算法工程师","","[""海洋水声工程"",""海洋测绘工程"",""海工结构设计"",""海洋水动力工程""]","","[]","","{""min_years"":0,""max_years"":null}","","硕士","","[""负责机器学习算法的设计、训练与优化"",""参与模型工程化部署与性能调优""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
"jd_025","zhilian","CC258760917J90250298000","文员（数据分析）","岗位名称：文员（数据分析）
公司：上海保安
工作地点：上海·普陀·万里
薪资：5000-7000元
经验要求：经验不限
学历要求：大专
技能标签：电脑操作","文员","","[""电脑操作""]","","[]","","{""min_years"":0,""max_years"":null}","","大专","","[""负责数据管道设计与开发"",""参与数据建模与数据质量治理""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
"jd_030","zhilian","CC138117190J40879068905","大模型评测工程师（音视频/AIGC/多模态）","岗位名称：大模型评测工程师（音视频/AIGC/多模态）
公司：外企德科
工作地点：北京·海淀·上地
薪资：1-1.2万
经验要求：经验不限
学历要求：大专
技能标签：音频标注, 视频标注, 大模型评测, AIGC, 多模态模型, 音视频模型","大模型评测工程师","","[""音频标注"",""视频标注"",""大模型评测"",""AIGC"",""多模态模型"",""音视频模型""]","","[]","","{""min_years"":0,""max_years"":null}","","大专","","[""负责机器学习算法的设计、训练与优化"",""参与模型工程化部署与性能调优""]","","","","","职位描述
负责音视频生成大模型及相关方向算法、视频可控类编辑/参考的项目交付质量，包括设计准备完善数据集、标注质量质检、质量验收以及量化的分析评测报告输出；
1. 对音视频质量评估：对生成的音视频进行主观质量评估。包括视频能力（画质、美学、合理性、叙事、清晰度）、音频（自然度、音质、与视频内容的匹配度等），给出专业的主观评价意见；
2. 评测方案设计与执行：从专业的角度，参与制定并执行评测方案，及测试集的设计。负责对标注团队进行培训，把控标注质量和评测结论的准确性。
3. 评测数据整理与分析：对评测过程中产生的数据进行整理和分析，及时发现音频生成中存在的问题，形成评测报告，为项目团队提供有价值的专业参考信息和针对性的改进建议，协助优化模型效果。
4. 跟进行业主流竞品多模态生成/理解模型及行业能力变化，有敏锐的用户视角参与竞品调研、线上效果分析、算法效果分析、问题挖掘归因和行业评测探索，为模型迭代和项目决策提供参考。竞品包括但不限于seeddance、vidu、gemini-omni-flash、veo、hailuo、万相、runway等）

任职要求
1、本科及以上学历，数字媒体艺术、美术、设计、动画、影视编导、导演、摄影、技术美术；或技术方向计算机、人工智能、数据分析等相关专业优先
2、具备较好的审美判断力和视听语言理解能力，对音视频内容质量有较强判断力，熟悉视频画质、美学构图、镜头语言、叙事逻辑、运动合理性、音质、音色、节奏、音画匹配等评价维度。
3、对 AIGC 创作有实际经验，熟悉从创意构思、Prompt 设计、素材准备、模型生成、结果筛选、后期调整到成片交付的完整流程；有影视拍片项目经历、影视行业制作经验或全流程 AIGC 创作经验者优先。
4、深度使用过业界主流文生图、文生视频、多模态大模型或音频生成工具者优先，如即梦、Seedance、海螺、Nano Banana 等；有竞品评测经验，能够清晰分析不同模型的效果水位、优势短板和适用场景者优先。
5、有 AI 算法测试、数据标注、评测体系建设或标注 POC 经验者优先；对大模型、AIGC、多模态生成、视频生成等方向有较深入理解者优先。仅有纯执行型标注经验、缺少评测分析和标准建设能力者不优先。
6、具备较强的主观判断能力和结构化分析能力，能够将主观视听感受拆解并量化为客观评价标准，逻辑清晰、思维敏捷，善于分析总结，并能清楚表达自己的观点、判断依据和问题归因。
7、具备良好的数据敏感度、文档能力和跨团队沟通能力，能够输出评测方案、标注规范、质检报告、评测报告等材料，并与算法、产品、运营、标注团队高效协同。
8、具备优秀的快速学习能力、抗压能力和项目推进意识，能够适应多轮模型迭代、批量样本评测、紧急交付和复杂问题排查。
10、有代码编写经验优先，熟悉 Python、SQL、数据处理、自动化评测脚本、可视化分析，或具备基于 AI 工具提升数据处理和评测效率的能力者优先。","zhilian_detail","完整","普通公开详情页读取；URL 由 source_id 映射为 https://www.zhaopin.com/jobdetail/{source_id}.htm；读取日期 2026-08-08。"
"jd_036","zhilian","CC000544460J40670242116","python自动化测试工程师","岗位名称：python自动化测试工程师
公司：软通动力信息技术(集团)股份有限公司
工作地点：上海·浦东·金桥
薪资：1-1.3万
经验要求：1-3年
学历要求：本科
技能标签：Python, 自动化测试","python自动化测试工程师","","[""Python"",""自动化测试""]","","[]","","{""min_years"":1,""max_years"":3}","","本科","","[""负责测试用例设计与自动化测试脚本开发"",""参与缺陷跟踪与质量保障""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
"jd_053","zhilian","CC385622410J40787862106","全栈开发工程师（全额五险一金）","岗位名称：全栈开发工程师（全额五险一金）
公司：深圳市法本信息技术股份有限公司
工作地点：北京·朝阳·建外
薪资：1.6-1.9万
经验要求：5-10年
学历要求：大专
技能标签：前端开发, 后端开发, JavaScript, Vue, 催收, 呼叫中心","全栈开发工程师","","[""JavaScript"",""Vue"",""催收"",""呼叫中心""]","","[]","","{""min_years"":5,""max_years"":10}","","大专","","[""负责前后端全栈开发"",""参与产品全生命周期技术支持""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
"jd_084","zhilian","CCL1480117890J40603130605","Java/Python/C/C++/数开/测试/算法/前端岗","岗位名称：Java/Python/C/C++/数开/测试/算法/前端岗
公司：外企德科数字技术有限公司
工作地点：上海·浦东·金桥
薪资：1.5-3万·14薪
经验要求：经验不限
学历要求：本科
技能标签：Python, C++, C, Java, 通信/物联网/自动化, 嵌入式","软件开发工程师","","[""Python"",""C++"",""Java""]","","[]","","{""min_years"":0,""max_years"":null}","","本科","","[""负责机器学习算法的设计、训练与优化"",""参与模型工程化部署与性能调优""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
"jd_091","zhilian","CC135794170J41002479902","英语高级Python 全栈工程师（AI 原生/RAG）","岗位名称：英语高级Python 全栈工程师（AI 原生/RAG）
公司：大连弗斯特高新人才发展管理有限公司
工作地点：上海·浦东·张江
薪资：3-3.5万·13薪
经验要求：10年以上
学历要求：大专
技能标签：Python, 英语流利, AGENT","英语高级Python 全栈工程师","","[""Python"",""英语流利"",""AGENT""]","","[]","","{""min_years"":10,""max_years"":null}","","大专","","[""负责机器学习算法的设计、训练与优化"",""参与模型工程化部署与性能调优""]","","","","","","unavailable","无法获取","本机无可读取 jd_raw 实例；普通公开详情页读取未取得正文，未重试或绕过访问限制。"
