source,source_id,source_url,job_title_raw,company_name,location,salary,source_education,source_experience,text_education,text_experience,education_conflict,experience_conflict,publish_time,crawl_time,responsibilities,requirements,detail_raw_text,tags,category,_sha256,low_information,duplicate_review_required,review_reason
zhilian,CC000544460J40640195816,https://www.zhaopin.com/jobdetail/CC000544460J40640195816.htm,python开发工程师,软通动力信息技术(集团)股份有限公司,上海 青浦区,面议,本科,1-3年,本科及以上学历,,False,False,,2026-08-17T11:28:33+08:00,负责python开发相关工作。,"1.计算机科学与技术、电子工程、自动化或相关专业本科及以上学历，两年以上工作经验；
2.精通Python编程语言；
3.有AI相关工作经验；
4.熟悉模型的训练和验证者优先；
5.熟悉图像处理和计算机视觉相关算法，如特征提取、目标检测、图像分割等优先；
6.良好的沟通能力和团队合作精神。","负责python开发相关工作。
1.计算机科学与技术、电子工程、自动化或相关专业本科及以上学历，两年以上工作经验；
2.精通Python编程语言；
3.有AI相关工作经验；
4.熟悉模型的训练和验证者优先；
5.熟悉图像处理和计算机视觉相关算法，如特征提取、目标检测、图像分割等优先；
6.良好的沟通能力和团队合作精神。",Python; AI; 图像处理; 计算机视觉; 特征提取; 目标检测; 图像分割,后端开发,96c6bf7fccff5adaba32774d7f9ce3b4eebeac5dd199534612058ebf76830ea7,True,False,low_information
zhilian,CCL1434268880J40780428312,https://www.zhaopin.com/jobdetail/CCL1434268880J40780428312.htm,golang开发工程师,广州圣琪网络科技有限公司,广州 天河区,面议,大专,1-3年,本科及以上学历,5年以上,True,False,,2026-08-17T11:28:33+08:00,"1、负责服务端模块划分、通讯协议设计、功能实现等；
2、负责性能、网络、数据等方面的优化；
3、保证服务端的稳定性、可扩展性、安全性和效率；
4、线上问题分析和处理，问题排查，跟踪和反馈。","1、本科及以上学历，计算机或相关专业；5年以上Golang开发经验；
2、熟悉Go基础数据结构，Go协程、Channel和锁等；
3、熟悉Go体系的常用开发框架，比如gin、beego、echo等；
4、熟悉Web技术栈和Web应用开发，包括HTTP、安全、数据库、缓存、消息队列等；
5、熟悉Mysql数据库；
6、熟悉主流非关系性数据库、缓存技术，例如：Redis、MongoDB等；
7、具有较强的架构能力，具备高并发流量下的请求处理经验。","1、负责服务端模块划分、通讯协议设计、功能实现等；
2、负责性能、网络、数据等方面的优化；
3、保证服务端的稳定性、可扩展性、安全性和效率；
4、线上问题分析和处理，问题排查，跟踪和反馈。
1、本科及以上学历，计算机或相关专业；5年以上Golang开发经验；
2、熟悉Go基础数据结构，Go协程、Channel和锁等；
3、熟悉Go体系的常用开发框架，比如gin、beego、echo等；
4、熟悉Web技术栈和Web应用开发，包括HTTP、安全、数据库、缓存、消息队列等；
5、熟悉Mysql数据库；
6、熟悉主流非关系性数据库、缓存技术，例如：Redis、MongoDB等；
7、具有较强的架构能力，具备高并发流量下的请求处理经验。",Go; Golang; Gin; MySQL; Redis; MongoDB; HTTP; 消息队列; 高并发,后端开发,51f54ac9deeda7b10580f3344cd587eb86be891b448ab1effe83a5b1fc2a4271,False,False,education_conflict
zhilian,CCL1338947700J40881581403,https://www.zhaopin.com/jobdetail/CCL1338947700J40881581403.htm,全栈工程师（偏向前端）,江苏正方交通科技有限公司,南京 江宁区,6000-12000元,本科,1-3年,本科及以上学历,3年,False,False,,2026-08-17T11:28:33+08:00,负责公司交通行业相关系统的前端开发与后端接口开发，参与需求分析、技术方案设计及系统优化。,本科及以上学历，计算机相关专业，1-3年全栈开发经验。,"负责公司交通行业相关系统的前端开发与后端接口开发，参与需求分析、技术方案设计及系统优化。
本科及以上学历，计算机相关专业，1-3年全栈开发经验。",前端开发; 后端开发,前端开发,41d1d833d57d1325aa5769c74331d57fef337ff024f8743a3608d58f68fcba40,True,False,low_information
zhilian,CCL1485088450J40833028816,https://www.zhaopin.com/jobdetail/CCL1485088450J40833028816.htm,全栈平台开发工程师（量化/数据方向）,江苏裕星华禹投资管理有限公司,南京 栖霞区,1.4-2.8万·13薪,本科,经验不限,本科及以上学历,,False,False,,2026-08-17T11:28:33+08:00,负责量化交易平台和数据平台的开发与维护。,本科及以上学历，熟悉全栈开发技术栈。,"负责量化交易平台和数据平台的开发与维护。
本科及以上学历，熟悉全栈开发技术栈。",全栈开发; 量化交易,全栈开发,489339ad7eef70eb31cc26db8bace3bd28997f8a8a16708f5f84ea3b82c38743,True,False,low_information
zhilian,CCL1509846210J40763147406,https://www.zhaopin.com/jobdetail/CCL1509846210J40763147406.htm,高级全栈开发工程师,南京大秋信息科技有限公司,南京 江宁区,1.4-1.5万,本科,5-10年,本科及以上学历,10年,False,False,,2026-08-17T11:28:33+08:00,负责前端开发、后端开发、架构开发。,本科及以上学历，5-10年全栈开发经验，精通JavaScript、Vue、ElementUI、Python、Java、Shell、MySQL、PostgreSQL。,"负责前端开发、后端开发、架构开发。
本科及以上学历，5-10年全栈开发经验，精通JavaScript、Vue、ElementUI、Python、Java、Shell、MySQL、PostgreSQL。",JavaScript; Vue; ElementUI; Python; Java; Shell; MySQL; PostgreSQL,全栈开发,853e97ababc3ceeccdd65e6b1c7e664fd810cf66ae136d7ea2431c96a9b9318e,True,False,low_information
zhilian,CCL1525198020J40881170114,https://www.zhaopin.com/jobdetail/CCL1525198020J40881170114.htm,Java/Python开发工程师（AI方向）,天智云(广州)软件开发有限公司,深圳 福田区,1.2-2万,本科,3-5年,本科及以上学历,5年,False,False,,2026-08-17T11:28:33+08:00,负责AI相关系统的开发与维护。,本科及以上学历，3-5年Java/Python开发经验，熟悉AI相关技术。,"负责AI相关系统的开发与维护。
本科及以上学历，3-5年Java/Python开发经验，熟悉AI相关技术。",Java; Python; MySQL; AI,后端开发,814e01067259bae1c8bbe630e59d4cd87c3432ab819b6dca9504b92c17451d45,True,False,low_information
zhilian,CC480442780J40756963910,https://www.zhaopin.com/jobdetail/CC480442780J40756963910.htm,JAVA开发工程师（物联网/数据分析方向）,四川希尔得科技有限公司,成都 双流区,1-2万·14薪,本科,3-5年,本科及以上学历,5年,False,False,,2026-08-17T11:28:33+08:00,负责物联网和数据分析相关系统的开发。,本科及以上学历，3-5年Java开发经验，熟悉Spring、Mybatis、PostgreSQL、SpringBoot、SpringCloud、MySQL。,"负责物联网和数据分析相关系统的开发。
本科及以上学历，3-5年Java开发经验，熟悉Spring、Mybatis、PostgreSQL、SpringBoot、SpringCloud、MySQL。",Java; Spring; SpringBoot; SpringCloud; Mybatis; PostgreSQL; MySQL,数据分析,40156e063a45dc6d07c392b873895a5c1ad16c97e697bb37e752d283efd1bba4,True,False,low_information
zhilian,CCL1521769630J40881816609,https://www.zhaopin.com/jobdetail/CCL1521769630J40881816609.htm,高级java后端工程师,北京颢辰科创,北京 海淀区,1.5-2万,本科,5-10年,本科及以上学历,10年,False,False,,2026-08-17T11:28:33+08:00,负责气象核心业务系统的后端架构设计与开发（包括气象数据采集、处理、存储、服务发布及预报预警平台），GIS空间数据处理。,本科及以上学历，5-10年Java开发经验，熟悉Java、多线程、Mybatis、MySQL、Redis、MongoDB、Spring、Hadoop。,"负责气象核心业务系统的后端架构设计与开发（包括气象数据采集、处理、存储、服务发布及预报预警平台），GIS空间数据处理。
本科及以上学历，5-10年Java开发经验，熟悉Java、多线程、Mybatis、MySQL、Redis、MongoDB、Spring、Hadoop。",Java; 多线程; Mybatis; MySQL; Redis; MongoDB; Spring; Hadoop; GIS,后端开发,83a9dec557a1550b223274f81d3a5a665dd3d75c47860173be6fbaecb0055466,True,False,low_information
zhilian,CCL1480117890J40845576605,https://www.zhaopin.com/jobdetail/CCL1480117890J40845576605.htm,全栈工程师（java，go，python，js，re）,外企德科数字技术有限公司,北京 朝阳区,2-3.5万·18薪,本科,经验不限,统招本科学历,2年以上相关工作经验,False,True,,2026-08-15T16:45:51.156+08:00,"岗位职责：
负责公司内部各系统开发，负责公司信息系统建设；
通过构建领先的信息系统，助力公司业务和组织的长期高效经营与发展；
在安全、隐私、合规层面持续治理，为公司的稳健发展保驾护航；覆盖人事、财务、法务、采购、审批、职场等多个领域的系统开发","任职要求：
1、统招本科学历以上，2年以上相关工作经验，计算机相关专业优先；985/211学历优先；
2、具备良好的计算机、软件工程等专业领域基础知识；
3、至少精通Java、python、golang中的一种；
4、有完整的项目开发经验，具备大型项目经验，erp经验等优先；
5、工作思路清晰，有较好的沟通能力和技术学习能力，拥有良好的编码习惯，有很强的自学能力和自我提高的愿望；","岗位职责：
负责公司内部各系统开发，负责公司信息系统建设；
通过构建领先的信息系统，助力公司业务和组织的长期高效经营与发展；
在安全、隐私、合规层面持续治理，为公司的稳健发展保驾护航；覆盖人事、财务、法务、采购、审批、职场等多个领域的系统开发
任职要求：
1、统招本科学历以上，2年以上相关工作经验，计算机相关专业优先；985/211学历优先；
2、具备良好的计算机、软件工程等专业领域基础知识；
3、至少精通Java、python、golang中的一种；
4、有完整的项目开发经验，具备大型项目经验，erp经验等优先；
5、工作思路清晰，有较好的沟通能力和技术学习能力，拥有良好的编码习惯，有很强的自学能力和自我提高的愿望；",前端开发; 后端开发; JavaScript; react; Java; GoLang; Python; 计算机软件; 产业互联网平台,全栈开发,20ae7d425cbcafb7ac6c0ca993f945f14979af2167b9361a211aac9992ccca73,False,False,experience_conflict
zhilian,CC138117190J40879068905,https://www.zhaopin.com/jobdetail/CC138117190J40879068905.htm,大模型评测工程师（音视频/AIGC/多模态）,外企德科,北京 海淀区,,大专,经验不限,本科及以上学历,,True,False,,2026-08-15T16:45:51.156+08:00,"职位描述
负责音视频生成大模型及相关方向算法、视频可控类编辑/参考的项目交付质量，包括设计准备完善数据集、标注质量质检、质量验收以及量化的分析评测报告输出；
1. 对音视频质量评估：对生成的音视频进行主观质量评估。包括视频能力（画质、美学、合理性、叙事、清晰度）、音频（自然度、音质、与视频内容的匹配度等），给出专业的主观评价意见；
2. 评测方案设计与执行：从专业的角度，参与制定并执行评测方案，及测试集的设计。负责对标注团队进行培训，把控标注质量和评测结论的准确性。
3. 评测数据整理与分析：对评测过程中产生的数据进行整理和分析，及时发现音频生成中存在的问题，形成评测报告，为项目团队提供有价值的专业参考信息和针对性的改进建议，协助优化模型效果。
4. 跟进行业主流竞品多模态生成/理解模型及行业能力变化，有敏锐的用户视角参与竞品调研、线上效果分析、算法效果分析、问题挖掘归因和行业评测探索，为模型迭代和项目决策提供参考。","任职要求
1、本科及以上学历，数字媒体艺术、美术、设计、动画、影视编导、导演、摄影、技术美术；或技术方向计算机、人工智能、数据分析等相关专业优先
2、具备较好的审美判断力和视听语言理解能力，对音视频内容质量有较强判断力，熟悉视频画质、美学构图、镜头语言、叙事逻辑、运动合理性、音质、音色、节奏、音画匹配等评价维度。
3、对 AIGC 创作有实际经验，熟悉从创意构思、Prompt 设计、素材准备、模型生成、结果筛选、后期调整到成片交付的完整流程；有影视拍片项目经历、影视行业制作经验或全流程 AIGC 创作经验者优先。
4、深度使用过业界主流文生图、文生视频、多模态大模型或音频生成工具者优先，如即梦、Seedance、海螺、Nano Banana 等；有竞品评测经验，能够清晰分析不同模型的效果水位、优势短板和适用场景者优先。
5、有 AI 算法测试、数据标注、评测体系建设或标注 POC 经验者优先；对大模型、AIGC、多模态生成、视频生成等方向有较深入理解者优先。
6、具备较强的主观判断能力和结构化分析能力，能够将主观视听感受拆解并量化为客观评价标准，逻辑清晰、思维敏捷，善于分析总结，并能清楚表达自己的观点、判断依据和问题归因。
7、具备良好的数据敏感度、文档能力和跨团队沟通能力，能够输出评测方案、标注规范、质检报告、评测报告等材料，并与算法、产品、运营、标注团队高效协同。
8、具备优秀的快速学习能力、抗压能力和项目推进意识，能够适应多轮模型迭代、批量样本评测、紧急交付和复杂问题排查。
10、有代码编写经验优先，熟悉 Python、SQL、数据处理、自动化评测脚本、可视化分析，或具备基于 AI 工具提升数据处理和评测效率的能力者优先。","职位描述
负责音视频生成大模型及相关方向算法、视频可控类编辑/参考的项目交付质量，包括设计准备完善数据集、标注质量质检、质量验收以及量化的分析评测报告输出；
1. 对音视频质量评估：对生成的音视频进行主观质量评估。包括视频能力（画质、美学、合理性、叙事、清晰度）、音频（自然度、音质、与视频内容的匹配度等），给出专业的主观评价意见；
2. 评测方案设计与执行：从专业的角度，参与制定并执行评测方案，及测试集的设计。负责对标注团队进行培训，把控标注质量和评测结论的准确性。
3. 评测数据整理与分析：对评测过程中产生的数据进行整理和分析，及时发现音频生成中存在的问题，形成评测报告，为项目团队提供有价值的专业参考信息和针对性的改进建议，协助优化模型效果。
4. 跟进行业主流竞品多模态生成/理解模型及行业能力变化，有敏锐的用户视角参与竞品调研、线上效果分析、算法效果分析、问题挖掘归因和行业评测探索，为模型迭代和项目决策提供参考。
任职要求
1、本科及以上学历，数字媒体艺术、美术、设计、动画、影视编导、导演、摄影、技术美术；或技术方向计算机、人工智能、数据分析等相关专业优先
2、具备较好的审美判断力和视听语言理解能力，对音视频内容质量有较强判断力，熟悉视频画质、美学构图、镜头语言、叙事逻辑、运动合理性、音质、音色、节奏、音画匹配等评价维度。
3、对 AIGC 创作有实际经验，熟悉从创意构思、Prompt 设计、素材准备、模型生成、结果筛选、后期调整到成片交付的完整流程；有影视拍片项目经历、影视行业制作经验或全流程 AIGC 创作经验者优先。
4、深度使用过业界主流文生图、文生视频、多模态大模型或音频生成工具者优先，如即梦、Seedance、海螺、Nano Banana 等；有竞品评测经验，能够清晰分析不同模型的效果水位、优势短板和适用场景者优先。
5、有 AI 算法测试、数据标注、评测体系建设或标注 POC 经验者优先；对大模型、AIGC、多模态生成、视频生成等方向有较深入理解者优先。
6、具备较强的主观判断能力和结构化分析能力，能够将主观视听感受拆解并量化为客观评价标准，逻辑清晰、思维敏捷，善于分析总结，并能清楚表达自己的观点、判断依据和问题归因。
7、具备良好的数据敏感度、文档能力和跨团队沟通能力，能够输出评测方案、标注规范、质检报告、评测报告等材料，并与算法、产品、运营、标注团队高效协同。
8、具备优秀的快速学习能力、抗压能力和项目推进意识，能够适应多轮模型迭代、批量样本评测、紧急交付和复杂问题排查。
10、有代码编写经验优先，熟悉 Python、SQL、数据处理、自动化评测脚本、可视化分析，或具备基于 AI 工具提升数据处理和评测效率的能力者优先。",音频标注; 视频标注; 大模型评测; AIGC; 多模态模型; 音视频模型,AI/大模型,ad83fd754f45fc307269c3ab9892f2f945ab28171ac60ed7239c15f85437c8c9,False,False,education_conflict
zhilian,CC258760917J90250298000,https://www.zhaopin.com/jobdetail/CC258760917J90250298000.htm,文员（数据分析）,上海保安,上海 普陀区,,大专,经验不限,大专以上,,False,False,,2026-08-15T16:45:51.156+08:00,"岗位职责：
1、负责非现场数据信息数据判读
2、负责非现场数据信息数据统计与录入
3、负责设备故障判断并上报
4、完成领导交办的其他工作","任职要求：
1.
2.学历大专以上
3.工作认真细心，有耐心","岗位职责：
1、负责非现场数据信息数据判读
2、负责非现场数据信息数据统计与录入
3、负责设备故障判断并上报
4、完成领导交办的其他工作
任职要求：
1.
2.学历大专以上
3.工作认真细心，有耐心",电脑操作,数据分析,0c336506d8e8336d15c4b02e7e83b2a609a7d3f4a5d91438acb9cdbbe0b6f8d7,True,False,low_information
